Objective function,Crossover,Selection,Tournament percentage,Seed,Algorithm solution,Algorithm fitness
F52014,arithmetic,tournament,0.1,3200767678,[-12.180653439955046; -23.042231730884794; -0.7989709610356233; -19.180105363089712; -15.75192785338246; 39.13885661776925; 15.08891833342779; -3.6023878911469707; -20.00515117976739; 14.176140099928762; 18.048626286177313; 15.717816434554308; 3.954601722300022; -48.62095871923046; 6.105309081592221; -18.785715336987074; 25.03257091829969; 14.091383979106617; -11.078483124335307; -7.816148535632109],520.7665784833064
F52014,arithmetic,tournament,0.1,1238178477,[-8.351584459224046; 73.18313038504186; -3.927655982566356; 33.16012086767286; 15.770283226759139; 17.64697781251195; 10.165748807588486; 10.383500350218817; -0.14031647302453631; -6.513128333974192; 18.91231364361278; -4.3867635892444845; 2.781806621356003; 11.321825902095629; 9.078000367739932; -5.286476551637885; -3.8842006195353647; -12.025080261526396; -9.484967636325425; 1.8879534408949068],520.6805930079526
F52014,arithmetic,tournament,0.2,3437758500,[8.69575539164559; -4.059641068576436; 5.2956203789989; -4.317812972602574; -70.17037178750476; 12.811509257312968; 26.152332366195473; 61.33393700682589; -39.991318885985585; 25.46136685763696; 23.881153660094576; 85.57059646687875; -51.15544344113322; 20.174501075003178; -60.95032196638711; 4.768888219291496; -16.840049876826107; -26.773323408363172; 3.4223706369879556; 39.88909476186672],520.540952957284
F52014,arithmetic,tournament,0.2,2244292153,[-11.045245037438448; -54.079314907633304; 15.498071505855407; -5.40291998591895; 32.78221375107071; 36.95184705776144; 24.256253502904705; -78.78776471458475; -69.68704301044278; -26.22204790640361; 2.5227625579536395; 27.202191135750347; -19.185768169934704; 47.83426624286358; 34.726348536815465; 72.93771387827726; 2.9077167815575327; -28.61889519101846; -56.12334294678829; 18.39119953401793],512.4337905413319
F52014,arithmetic,tournament,0.2,945777258,[33.73955731955489; -42.74139574865722; 25.097077930351716; -36.977232255759034; 36.15183645582867; 60.1585907210159; -35.72169954718543; 28.24345979017263; -27.93615545309871; 22.72729500193094; 70.88678551537691; 79.80383320227658; 77.498202674824; -10.750311285116545; 12.453390263166877; 1.203573047829851; -48.097369584413194; 17.846921097082237; -28.89876932645018; 59.12063298654656],520.537992531457
F52014,arithmetic,tournament,0.2,841254847,[-48.42055791400838; 64.04240174498068; -43.2911532616601; 9.958553116048535; 67.55455139255773; -83.27263333552072; -1.997015774521163; 37.43227970564021; 28.18257497634019; -31.11592965314943; -9.091377867251602; 23.660563466007265; 18.88565811030714; -25.619322406687033; -35.479046818287834; 3.9813117308226413; 50.05751672820507; 46.8970777458049; 94.4594353503322; -8.60310298631826],520.5612638232949
F52014,arithmetic,tournament,0.2,38881850,[3.4714663056546327; 1.081831426653915; 54.7629661416125; -69.64340099054714; 13.105595310002856; -45.32350051666768; 28.988993972855038; -18.621786288658505; 2.9720815662593894; -5.196305432254456; 18.056232934798366; 28.653628791707337; 19.573231703858482; -32.63393121132462; -19.752876215620137; 12.594933583834123; -23.81874156097208; -13.853220857540439; 60.74548786751514; 39.025120283500144],520.6081562478394
F52014,arithmetic,tournament,0.2,454358393,[-26.27366694132943; -19.907209527920408; 52.3172015063399; 25.287040880647503; 3.170315681086409; 40.76160980506716; -65.66536927429476; -71.75313366043352; 38.94059706992929; -28.4179078841313; -13.133496614205058; 0.7101660426440914; 20.68533652349314; 42.33384129539871; -48.237908584241886; -42.09273079772063; -14.066055525009897; -0.8456215135503609; 26.08844134290443; 64.41291502360639],520.5348960914522
F52014,arithmetic,tournament,0.2,3279714005,[-16.243361091059224; 47.170279842087005; -69.43907862692733; 58.41886612015921; 17.47354554268985; -53.99170043952202; -24.924561604981903; 46.48322357554273; -8.44894786298904; -51.011068909912765; 67.95797030753506; 18.661482779288853; -59.85407738327686; 2.2543081981586317; 4.030812624468769; -84.73893076611651; -40.12475632702493; 77.9784324242582; -42.09117921130421; -33.86796725869335],520.6126543661092
F52014,arithmetic,tournament,0.2,26766025,[4.635832520073311; -95.04269296193351; -13.026067772664298; -20.311416821598634; -18.800791009506106; 0.8621305309517688; -76.8223851036175; 24.471320142467427; 25.021875895562417; 44.42106855282945; 20.61274441131554; 55.76212260403497; 31.423354496513838; 27.107919136621362; -20.492273989804815; 46.24109665956257; 34.98867061165865; -0.9152027906276474; -18.507732778810013; -17.0505413378127],520.5650776223534
F52014,arithmetic,tournament,0.2,2361710154,[21.58305364682207; 39.01386642880129; 1.5717549253033596; -5.109371729814459; 11.70019368662582; 6.1093730978165635; -85.8094782201364; -21.81428173824377; -2.1220491223556883; 58.73437307604269; -14.077079259191084; 23.84372365050325; -31.62677985050388; 17.286858897221506; -55.89523791490712; -26.134835028715095; 48.10118820249558; -26.997088742889318; 7.525316872753624; 76.41133806344284],520.5979351568634
F52014,arithmetic,tournament,0.2,1323486691,[-8.802945640066266; -63.21531757718229; 16.79595342721179; -7.965698106351592; 30.220901423533213; 32.49796076917688; 19.279520707016655; -76.1171763478329; -66.71639778193813; -27.571306056390547; 7.700269688035047; 28.751809970595485; -11.081479571732231; 49.6082654220137; 39.40628042944344; 73.39346945418711; 2.2696704758791166; -29.77960142213496; -61.84820746358537; 19.748578376241056],509.85039730197207
F52014,arithmetic,tournament,0.3,4121824108,[-32.309787494078186; 13.976527398184883; -21.26662952143229; 4.990982266587435; 13.993387050777718; -26.04361198161449; 67.25788879287958; 29.54139924173428; 7.854462892040438; -59.49890296312959; 70.90214063655309; 38.66725960813442; 22.628485198943757; -63.71582859147393; 26.152339829152552; -64.68061699661962; -65.98047995457296; 35.935845272978796; -36.10630069899746; -16.123054287417645],520.4712573300418
F52014,arithmetic,tournament,0.3,3665647633,[28.843167610380377; 35.08755008688727; -45.30416475876879; -13.275612945559551; 33.190960237999796; -95.760236615459; -0.9525625632287245; 61.253651616937375; 35.88402236181253; -52.47454797968965; 15.887912409271834; -40.34380139319465; -13.949988855073084; 54.31816244516499; -57.39724065837407; -74.66821836828433; -39.90702029265414; 20.185370478543554; 19.66143259755984; -3.8588246422216566],520.4792298727809
F52014,arithmetic,tournament,0.3,664413624,[-33.40831993284957; 31.07459659983531; 16.83804794804803; -15.46932051931703; 23.082824604386175; -30.169503072027872; -50.91952519515009; -14.674672979086782; -16.958767986216277; -81.90818193771459; -82.88023278389488; 0.925471939197335; 53.10331619462975; -24.89644314343705; 3.4111292198327714; 18.678825620217804; 20.009702626699585; -66.98900082387908; -99.54214526772071; 16.985451713549416],520.3967164702876
F52014,arithmetic,tournament,0.3,2341323368,[-12.832183393717909; -65.03574813051785; 15.291448134350045; -2.524800489852203; 31.33677002548398; 34.09375183126457; 28.139481308238945; -68.52191862638107; -69.74207380086057; -27.734931526406065; 7.183836149557476; 26.00843204924321; -16.28898809666093; 53.75821263732953; 38.26764476861794; 76.32684776771421; 9.255300007201976; -25.099850417921427; -61.09164842078003; 17.8022803987528],509.64323523071386
F52014,arithmetic,tournament,0.3,4191937578,[12.568378838392665; 18.04463389735119; 41.07181683274098; 12.189992689286091; 49.83194153183122; -40.2479608044851; -68.88176994732996; 93.4042767372803; 23.123013529022334; -17.80733045006942; -7.183194221414277; -25.126356861188377; -15.773388943913169; 4.098021413219584; -5.232685153362983; -66.39366542638092; -30.04817492137495; -8.913173884599095; 43.82029357563344; 13.658922683801805],520.4044397970695
F52014,arithmetic,tournament,0.3,3318011180,[-72.18024985485897; 72.19701163093295; 11.851743822472178; 30.798880584300264; 9.930351451551132; 40.99880192698502; 25.933389084193582; -5.515107718356111; -63.06632536757218; -38.692654383100624; 48.89640494608683; 28.617363560968954; 54.0994646659058; -40.858577128278746; -43.16587596559739; -38.10496204700556; 38.23502223534265; -1.085941459338482; 11.270986075901437; 2.308370542845582],520.4939988805983
F52014,arithmetic,tournament,0.3,1320505952,[-15.37904957172924; -65.59716364498607; 16.325009364882995; -7.0883125825394036; 35.91921295793619; 29.46384017534891; 22.188960650034083; -76.22430301758354; -66.84778319833846; -29.46255547035772; 8.565623560106234; 29.589879279773555; -12.871472836291566; 52.32579582834693; 32.566535343149226; 72.5639200578054; 7.854207914847628; -27.097856051553272; -65.74575166129745; 16.886773493307015],510.0212410341535
F52014,arithmetic,tournament,0.3,2885595684,[-68.24575057437873; -42.76507023684124; -9.766531477586163; -11.44535477595701; 50.85285128997862; 67.58902051343796; 28.310922781704562; -31.522699787033854; -43.12053796445353; 26.678561169358517; 28.084378507976474; 5.7172903505153645; -10.833913775132144; 47.268829813517435; 5.633883060729473; -9.538244697216129; -2.8062433259350064; -38.0629392219593; -10.901998242037543; 24.019518586669847],520.5048559356567
F52014,arithmetic,tournament,0.3,3337925310,[-53.41093789357774; -19.892876038280342; -52.1951463478528; -35.72036715120565; -23.790623258923357; 19.975107629582407; -81.9308573914423; -17.6731655051535; -19.12797614422783; -54.31369645549215; -55.144427392457175; -74.27447796846155; 32.844808227268544; 39.25190017909889; -24.803851481765214; 18.934527061339605; 64.88818363857558; -26.1351105178189; -87.32775486566753; 41.38740115352266],520.4268154328295
F52014,arithmetic,tournament,0.3,2213710401,[-12.487702091426357; -62.66116853208426; 16.411116041412406; -4.114703779420707; 30.95585877475661; 27.68754134365835; 24.509387284858768; -76.47171295528179; -66.62287700339706; -28.481845168651205; 4.845090550630095; 24.55491422807374; -14.848551237432742; 48.71864155318548; 34.041955992035156; 73.38280141587325; 7.095561915529104; -34.612248846099924; -57.54616969628238; 18.487551004589957],509.8101908631394
F52014,arithmetic,tournament,0.4,2609416703,[-2.392026338173552; 11.035643079914742; -99.3420619921501; -15.08696855340373; -27.892342071008684; -70.00622184999068; -90.92138293019579; -28.621427674003705; -45.99801029788755; 44.23886338124552; 96.00202456180654; -25.25890452228745; 33.68674483216096; -6.6452631014497445; -8.422200630831105; 44.1111438296237; -13.96147416080391; -37.885047899944766; 38.57008423767493; -61.818895398864186],520.4152360445642
F52014,arithmetic,tournament,0.4,1593534108,[71.57879567416333; 81.23885362641198; -82.51791394333765; 48.68218353098699; 76.56694236679478; 47.274354669663325; 47.136696899637585; -81.62786708523075; 28.11828832877802; 25.24685313939674; -18.018037048879954; 4.740679666762372; -67.06172531540733; 49.2212435266149; 51.57091976170955; 3.355916053844439; -14.966739951128961; 51.21161751166204; -1.4114035533795573; 63.38429496584581],520.3695430184883
F52014,arithmetic,tournament,0.4,1698446969,[15.68052173013838; 42.0352392246977; 36.194651215370385; 18.140678693526354; -5.390832543746054; 21.83462304900597; -13.875637567034154; 1.2892163301136672; 15.978744055185985; 55.041831737248444; -66.02871835093512; 41.50646724473512; 32.641546282879474; -27.653302913904724; -14.133533579526912; -2.3123563033987438; -41.97071260210884; 19.122473739655682; 46.35955347024441; 62.339700959347724],520.4021522196795
F52014,arithmetic,tournament,0.4,3439270044,[45.50507466284428; -65.99568040899871; 17.394503917513987; -14.546599239222529; 78.51588655523065; 34.81825994656226; 31.113867900454316; -28.549490190280004; -59.11087941252832; 14.4973304139755; 32.82505886376434; 59.73371402086613; -10.743787969843032; -8.771721415748942; -54.59281076711346; -13.992681282865178; -9.018511644794089; 2.005106663748286; -26.322244740826925; 48.88578048888577],520.3464170708679
F52014,arithmetic,tournament,0.4,1114950041,[54.54507020355388; -9.895263599544379; 65.76169633182806; 42.22387221105346; 9.009817177401345; -44.6307706797836; 79.11420232014095; 0.5174694855065249; -4.88303422247442; -96.32766339778611; 71.88359871208739; -22.369469526760184; 14.973708653802461; 1.1992117539107334; -36.3039066533898; 77.63559915256806; 15.978722063282131; 44.867837376256006; 50.38060216279143; -82.13439335271639],520.3765347094164
F52014,arithmetic,tournament,0.4,398097337,[-24.36640188811142; -34.90020262663238; -33.526842334129555; -3.976316855856684; 39.44741161628244; -77.9045514645846; 22.990198382466424; 9.506485637874686; -2.030335970114591; -56.66754672691238; 40.89867900653813; -42.32509876732647; 11.541499679013619; -58.964851361025794; 30.204219311892885; 36.748216443269115; 53.11844712500191; -18.85952643889265; 34.56360476495493; 32.366067224455094],520.4061961417875
F52014,arithmetic,tournament,0.4,3819037091,[80.61397102326444; -57.906490314164415; -38.111360187745504; 9.52188837934765; -69.36158442386483; -6.053236166790834; 59.18844388944581; -80.69468306989545; -2.0227565132867813; -91.93147164323574; 63.88696118520778; -19.27825148479002; 17.97776800302053; -7.783236191832657; 97.45497550344479; 18.934535930889584; 72.13170437390048; 18.072364385823384; -71.67324306342606; 8.958598812338348],520.3009946174571
F52014,arithmetic,tournament,0.4,1280596334,[-12.249007412632576; 49.80532799446772; 46.27069510830671; 29.06752238700165; 34.52420947295903; 82.79338899485674; -68.96758878549281; 18.31383752838159; -28.014154228802106; 10.013517690256533; -6.06270803976302; 76.7743026416369; 17.862887143529814; 53.32673360775267; 46.47776238358617; 56.8184658905964; 35.06630811780863; -28.906915971646903; -65.67029328824185; 14.42377446875777],520.3888166578257
F52014,arithmetic,tournament,0.4,150490059,[-98.46315189001736; -32.93058699063394; -33.489974611034995; -67.67289958678592; -18.996100693927232; 24.7899988323422; 43.108069194784484; -9.45059261574059; 52.96041310584981; 10.23559302798283; -75.19311957661611; 31.78055036242387; -7.550570430438967; -1.8430055225585307; -15.61943127815946; -3.7133444121062515; -14.05078657758619; -35.90259416819258; 25.984733335681938; 28.737634194251363],520.3622334124556
F52014,arithmetic,tournament,0.4,421542774,[-63.371268009660014; -65.00649242713615; -5.9016662064308685; 24.576839498891815; -22.422202803297303; 9.492112395621447; -39.692620668323315; -6.577848328294435; 13.809093729449796; 45.53786042854388; 48.04870179683755; 64.7528162507644; 43.294036407735014; -41.90155714804037; -85.37153912472036; -15.425015335053018; -12.933538608815383; -23.12371548539292; 75.5492763658493; -59.33899305492663],520.3960271127225
F52014,arithmetic,tournament,0.5,3507441252,[31.751426636856223; 29.100950338307733; 16.68321589788811; -13.400485231045788; -39.41514679899837; 81.13865411390205; 31.26982293704811; 83.51451789584058; -77.03733870289204; 37.89393924264678; -49.13930572432099; -3.227436194439541; 86.46705145551508; 35.07119764194121; -32.11174293010978; -53.70538714131571; 26.979740157447477; 23.971890761481134; 56.95903284987382; 10.911337885361716],520.342301041178
F52014,arithmetic,tournament,0.5,2549174681,[90.6752007327022; -20.898231396812104; -3.850578392963234; -51.36327663028422; -14.4427674314692; 56.41189211135086; 10.043476938069725; 30.37269098244501; 68.01262657484514; -99.43816522736672; -89.8677276353026; 84.73265678997925; -63.298968167370006; -17.853581905855087; 49.875284913650724; -2.9206821976916952; -19.991977348956283; -54.96681801843354; 6.007231385107229; -12.38293668380932],520.3203903339629
F52014,arithmetic,tournament,0.5,149138572,[-10.293124983511941; -18.850290279144915; 30.586728961957256; 36.36917559864318; -4.681769775412484; -3.155665027451157; 71.1328474428573; 2.2512170799621587; 44.992145681696044; -78.58429469900089; -55.11427200633081; -1.297894909723933; -7.505789326930596; -36.705573327000316; 1.0933915617477759; -84.73700812409425; 14.00117558988943; -68.92996434139775; -83.67377529041205; 47.88083316103743],520.2683611339388
F52014,arithmetic,tournament,0.5,2784922737,[85.81712304486305; 39.987002577253755; -54.768933825399145; 47.26615427345239; -13.66024224517431; -42.33337888970727; 21.15673027318988; 93.32487384923375; 57.00655235568273; 15.699401825898338; -50.14933306829376; 8.721036078223381; -62.507931742370474; -37.83859743016522; -12.113791287312479; 15.35671319290445; -23.07501466274778; -21.880204336816153; -32.008963441947735; 31.05245384546425],520.3438648837516
F52014,arithmetic,tournament,0.5,3366026514,[-21.319063059800158; -31.999392501966245; 46.146344902303724; 7.858439171024337; 6.713016541700441; -64.58564772750451; -80.87649526202016; -57.63974697166309; -82.86188208951299; -4.7364535571797886; -82.00890240693116; 35.68408200252205; -62.35239450140598; 14.187804322515337; 76.07109404740984; -24.185588124570224; 88.16534303448744; -8.993716825126704; -92.47845291181702; -10.588740620332835],520.2870369569051
F52014,arithmetic,tournament,0.5,640980993,[23.756771447529758; 19.18264499307407; 36.056961486928444; -28.62333407531804; 0.14021445204453187; -0.25987330364213723; -61.844473468514096; -13.87803677030372; 65.14198613011602; -97.14261345342902; 38.978002815916575; 94.66079676905994; 21.003460605509645; 49.21874790273188; 11.539290664418878; -21.60801307570668; -9.053845541811327; 71.91973374248248; 16.71158218602406; 56.726299760152415],520.3557476348387
F52014,arithmetic,tournament,0.5,3251810953,[-32.463283398252315; 39.05598784925385; -57.69867667303727; 12.829372695012403; -46.57904302534059; -67.92442477084481; -8.78822222672762; -27.529194936331237; 75.96640974178965; 33.90601254918048; 41.961499348926885; -37.21238897728943; -6.221380901068192; -17.891563410731393; 25.32483625671857; -80.12849543772452; 84.14471363670975; 23.06150208120275; 68.91131984587507; -13.906709092021963],520.2949058548728
F52014,arithmetic,tournament,0.5,2161318457,[-23.295206350884868; 17.180644682191353; -83.29935593545127; 16.343306907934483; -45.36233735882605; -0.4552153797607692; 44.11878114753453; 64.54712073221879; -4.931499169245601; -47.25638549558313; -36.16059395595295; -45.23987972810181; -32.76936601333983; -17.846242384686832; 89.0799984870761; -47.653697207512664; -36.884202008752624; -15.896842169795235; 11.541838464415106; 33.73726069537061],520.2884457064855
F52014,arithmetic,tournament,0.5,1940097870,[-0.27230349587321; 19.070705493381787; -41.71862598375999; 39.44463031748482; 66.16321441410457; 14.32339489693139; 20.231939951954402; -50.6133383062253; 15.002562946287057; -12.97467125838794; -24.0242565139435; 62.668935942333036; 29.113245858728618; 63.22023648160956; -50.24041613944907; -43.987099423792195; 62.96905232932069; 83.04003842568957; -56.16897374238377; -64.26989701572721],520.2557360992703
F52014,arithmetic,tournament,0.5,2212638199,[56.58724731681201; 10.88366093594616; 47.91217537199578; 34.67836364582526; 0.06899980137396611; 47.58309276972561; -61.835730227138946; -10.563458275042919; 10.986889280423057; 91.51030973812843; -36.11897398006714; 59.62174908537568; 13.64441826224217; 6.22642679117067; -3.6828953219289815; -25.143981344851156; -46.02949286192233; -13.10333994713389; -31.4258443802553; -39.11495312899109],520.3156711772524
